,0,1,2
330,"[19.543669463894723, -99.27755231685443]","[19.31523404548342, -98.92532990607914]",4716
331,"[19.543669463894723, -99.27755231685443]","[19.212677047683112, -99.302143970052]",5136
332,"[19.543669463894723, -99.27755231685443]","[19.218224670083124, -98.9957387869367]",6013
333,"[19.543669463894723, -99.27755231685443]","[19.57736498006908, -99.07914036065755]",3338
334,"[19.543669463894723, -99.27755231685443]","[19.573237731013197, -99.13951920436632]",2831
335,"[19.543669463894723, -99.27755231685443]","[19.541044713648574, -99.21832894438758]",1091
336,"[19.543669463894723, -99.27755231685443]","[19.328139833987972, -99.26328027892764]",3102
337,"[19.543669463894723, -99.27755231685443]","[19.260036669744057, -99.39534166191987]",3499
338,"[19.543669463894723, -99.27755231685443]","[19.576540463402644, -99.28658210802875]",1447
339,"[19.543669463894723, -99.27755231685443]","[19.238716305928236, -98.8937882130366]",4898
340,"[19.543669463894723, -99.27755231685443]","[19.465912208007513, -99.39932426541715]",2843
341,"[19.543669463894723, -99.27755231685443]","[19.431952396894207, -99.11159226862561]",2786
342,"[19.543669463894723, -99.27755231685443]","[19.293661871392363, -99.29865490593097]",2426
343,"[19.543669463894723, -99.27755231685443]","[19.3065061616201, -99.39325293491389]",2203
344,"[19.543669463894723, -99.27755231685443]","[19.262283454737926, -99.0840595002207]",4083
345,"[19.543669463894723, -99.27755231685443]","[19.267786613473948, -99.28242028807253]",4115
346,"[19.543669463894723, -99.27755231685443]","[19.328031981687346, -99.21520730064226]",2159
347,"[19.543669463894723, -99.27755231685443]","[19.306508838764096, -99.14526157993895]",3022
348,"[19.543669463894723, -99.27755231685443]","[19.33869584784552, -98.99391380497931]",4006
349,"[19.543669463894723, -99.27755231685443]","[19.495324153398418, -99.20701076318234]",1621
350,"[19.543669463894723, -99.27755231685443]","[19.483650773936038, -99.35386434085099]",1398
351,"[19.543669463894723, -99.27755231685443]","[19.485792124760632, -98.98047408784863]",3489
352,"[19.543669463894723, -99.27755231685443]","[19.474512134238832, -99.38042490106275]",2106
353,"[19.543669463894723, -99.27755231685443]","[19.226021457671923, -99.06484388336412]",4967
354,"[19.46909015651368, -99.41351017908747]","[19.451386763323626, -99.04376442644046]",2925
355,"[19.46909015651368, -99.41351017908747]","[19.541477905262493, -99.15827775883594]",4605
356,"[19.46909015651368, -99.41351017908747]","[19.57033974755775, -98.99451031049122]",6413
357,"[19.46909015651368, -99.41351017908747]","[19.388703464526824, -99.32040873553096]",2848
358,"[19.46909015651368, -99.41351017908747]","[19.348982397554433, -99.41006897111343]",2572
359,"[19.46909015651368, -99.41351017908747]","[19.390355974676364, -99.0435674876742]",5264
360,"[19.46909015651368, -99.41351017908747]","[19.401774570971646, -99.13377210325966]",4299
361,"[19.46909015651368, -99.41351017908747]","[19.351671178252396, -98.94924235289035]",6018
362,"[19.46909015651368, -99.41351017908747]","[19.548575142493583, -99.37652508939676]",4824
363,"[19.46909015651368, -99.41351017908747]","[19.305285452158095, -99.39848815802986]",3628
364,"[19.46909015651368, -99.41351017908747]","[19.558083310147587, -99.36167145413054]",5750
365,"[19.46909015651368, -99.41351017908747]","[19.426591104675204, -99.04418893786857]",5251
366,"[19.46909015651368, -99.41351017908747]","[19.23446706792206, -98.89768460764665]",7403
367,"[19.46909015651368, -99.41351017908747]","[19.40323083429086, -99.21244696325431]",3543
368,"[19.46909015651368, -99.41351017908747]","[19.200480785694886, -99.06857299540648]",7143
369,"[19.46909015651368, -99.41351017908747]","[19.344505860824373, -99.41412558420897]",3684
370,"[19.46909015651368, -99.41351017908747]","[19.215753641338598, -99.28784104799603]",6689
371,"[19.46909015651368, -99.41351017908747]","[19.24683845748336, -99.16126488643575]",5391
372,"[19.46909015651368, -99.41351017908747]","[19.46402657190602, -99.40537685887924]",1559
373,"[19.46909015651368, -99.41351017908747]","[19.51300807969795, -99.09908971871336]",4485
374,"[19.46909015651368, -99.41351017908747]","[19.395573146114494, -99.02745525551764]",5328
375,"[19.46909015651368, -99.41351017908747]","[19.331528330318065, -98.95977721631968]",6122
376,"[19.46909015651368, -99.41351017908747]","[19.403378299014182, -98.90786505654526]",7004
377,"[19.46909015651368, -99.41351017908747]","[19.302691102166445, -99.1503164683647]",4923
378,"[19.46909015651368, -99.41351017908747]","[19.55346843309786, -99.09301184954363]",5907
379,"[19.46909015651368, -99.41351017908747]","[19.368244338285994, -99.18597834552118]",3933
380,"[19.46909015651368, -99.41351017908747]","[19.527845824899295, -98.88916567643976]",6360
381,"[19.46909015651368, -99.41351017908747]","[19.433791636511348, -99.03026835731171]",5646
382,"[19.46909015651368, -99.41351017908747]","[19.497206150321375, -99.09281546705141]",4802
383,"[19.46909015651368, -99.41351017908747]","[19.309437134330768, -99.16548155568837]",4752
384,"[19.46909015651368, -99.41351017908747]","[19.24660725229904, -98.91261159582325]",6869
385,"[19.46909015651368, -99.41351017908747]","[19.216767628615436, -99.20382009440948]",6549
386,"[19.46909015651368, -99.41351017908747]","[19.24366307743769, -99.37410378989058]",3788
387,"[19.46909015651368, -99.41351017908747]","[19.230187704759373, -99.19245863465683]",5965
388,"[19.46909015651368, -99.41351017908747]","[19.288005908707827, -99.13134020603029]",4802
389,"[19.46909015651368, -99.41351017908747]","[19.31276644796084, -99.25649244905321]",4969
390,"[19.46909015651368, -99.41351017908747]","[19.54353502594405, -99.15314941659909]",4671
391,"[19.46909015651368, -99.41351017908747]","[19.443585462844418, -99.19964300755342]",3176
392,"[19.46909015651368, -99.41351017908747]","[19.400198487232096, -99.253841107874]",3521
393,"[19.46909015651368, -99.41351017908747]","[19.210003017001746, -99.37239974791837]",5663
394,"[19.46909015651368, -99.41351017908747]","[19.371642414581164, -99.2880756962674]",3386
395,"[19.46909015651368, -99.41351017908747]","[19.513652688390795, -99.42268188847717]",3826
396,"[19.46909015651368, -99.41351017908747]","[19.394717011022145, -99.06394165309631]",4814
397,"[19.46909015651368, -99.41351017908747]","[19.533143078706075, -99.24848762553006]",3640
398,"[19.46909015651368, -99.41351017908747]","[19.32225543254924, -99.16119649805853]",4928
399,"[19.46909015651368, -99.41351017908747]","[19.283233143613977, -99.38244708305169]",3481
400,"[19.46909015651368, -99.41351017908747]","[19.21726790349794, -99.32291114051043]",6767
401,"[19.46909015651368, -99.41351017908747]","[19.576890751979587, -99.05542416734598]",5520
402,"[19.46909015651368, -99.41351017908747]","[19.52439810239925, -99.27650785811961]",3000
403,"[19.46909015651368, -99.41351017908747]","[19.224898463487445, -99.24117238947034]",6173
404,"[19.46909015651368, -99.41351017908747]","[19.34732888152316, -99.26713604804236]",3869
405,"[19.46909015651368, -99.41351017908747]","[19.28635405427697, -99.01378764315798]",6243
406,"[19.46909015651368, -99.41351017908747]","[19.53511504704348, -98.97984672757082]",6662
407,"[19.46909015651368, -99.41351017908747]","[19.250817894650115, -99.25583556469013]",5762
408,"[19.46909015651368, -99.41351017908747]","[19.43308341504041, -99.33368387654899]",1841
409,"[19.46909015651368, -99.41351017908747]","[19.38101255009176, -99.19348543899147]",3816
410,"[19.46909015651368, -99.41351017908747]","[19.40159581833263, -99.13649229548915]",4322
411,"[19.46909015651368, -99.41351017908747]","[19.299795680691915, -99.19771371374877]",4273
412,"[19.46909015651368, -99.41351017908747]","[19.373737396301504, -99.21457092202904]",4175
413,"[19.46909015651368, -99.41351017908747]","[19.33954768146602, -99.37505054799445]",3348
414,"[19.46909015651368, -99.41351017908747]","[19.468374993447767, -99.33004489823131]",2626
415,"[19.46909015651368, -99.41351017908747]","[19.373907586588626, -98.9863277974932]",5792
416,"[19.46909015651368, -99.41351017908747]","[19.31523404548342, -98.92532990607914]",6560
417,"[19.46909015651368, -99.41351017908747]","[19.212677047683112, -99.302143970052]",6802
418,"[19.46909015651368, -99.41351017908747]","[19.218224670083124, -98.9957387869367]",7857
419,"[19.46909015651368, -99.41351017908747]","[19.57736498006908, -99.07914036065755]",6181
420,"[19.46909015651368, -99.41351017908747]","[19.573237731013197, -99.13951920436632]",5674
421,"[19.46909015651368, -99.41351017908747]","[19.541044713648574, -99.21832894438758]",3663
422,"[19.46909015651368, -99.41351017908747]","[19.328139833987972, -99.26328027892764]",4648
423,"[19.46909015651368, -99.41351017908747]","[19.260036669744057, -99.39534166191987]",4677
424,"[19.46909015651368, -99.41351017908747]","[19.576540463402644, -99.28658210802875]",4294
425,"[19.46909015651368, -99.41351017908747]","[19.238716305928236, -98.8937882130366]",6741
426,"[19.46909015651368, -99.41351017908747]","[19.465912208007513, -99.39932426541715]",1559
427,"[19.46909015651368, -99.41351017908747]","[19.431952396894207, -99.11159226862561]",4629
428,"[19.46909015651368, -99.41351017908747]","[19.293661871392363, -99.29865490593097]",3972
429,"[19.46909015651368, -99.41351017908747]","[19.3065061616201, -99.39325293491389]",3370
430,"[19.46909015651368, -99.41351017908747]","[19.262283454737926, -99.0840595002207]",5927
431,"[19.46909015651368, -99.41351017908747]","[19.267786613473948, -99.28242028807253]",5746
432,"[19.46909015651368, -99.41351017908747]","[19.328031981687346, -99.21520730064226]",4003
433,"[19.46909015651368, -99.41351017908747]","[19.306508838764096, -99.14526157993895]",4865
434,"[19.46909015651368, -99.41351017908747]","[19.33869584784552, -98.99391380497931]",5850
435,"[19.46909015651368, -99.41351017908747]","[19.495324153398418, -99.20701076318234]",3680
436,"[19.46909015651368, -99.41351017908747]","[19.483650773936038, -99.35386434085099]",3457
437,"[19.46909015651368, -99.41351017908747]","[19.485792124760632, -98.98047408784863]",5978
438,"[19.46909015651368, -99.41351017908747]","[19.474512134238832, -99.38042490106275]",2097
439,"[19.46909015651368, -99.41351017908747]","[19.226021457671923, -99.06484388336412]",6811
440,"[19.451386763323626, -99.04376442644046]","[19.541477905262493, -99.15827775883594]",2885
441,"[19.451386763323626, -99.04376442644046]","[19.57033974755775, -98.99451031049122]",2722
442,"[19.451386763323626, -99.04376442644046]","[19.388703464526824, -99.32040873553096]",5367
443,"[19.451386763323626, -99.04376442644046]","[19.348982397554433, -99.41006897111343]",5334
444,"[19.451386763323626, -99.04376442644046]","[19.390355974676364, -99.0435674876742]",1125
445,"[19.451386763323626, -99.04376442644046]","[19.401774570971646, -99.13377210325966]",1813
446,"[19.451386763323626, -99.04376442644046]","[19.351671178252396, -98.94924235289035]",2335
447,"[19.451386763323626, -99.04376442644046]","[19.548575142493583, -99.37652508939676]",5812
448,"[19.451386763323626, -99.04376442644046]","[19.305285452158095, -99.39848815802986]",4326
449,"[19.451386763323626, -99.04376442644046]","[19.558083310147587, -99.36167145413054]",6040
450,"[19.451386763323626, -99.04376442644046]","[19.426591104675204, -99.04418893786857]",411
451,"[19.451386763323626, -99.04376442644046]","[19.23446706792206, -98.89768460764665]",3720
452,"[19.451386763323626, -99.04376442644046]","[19.40323083429086, -99.21244696325431]",2575
453,"[19.451386763323626, -99.04376442644046]","[19.200480785694886, -99.06857299540648]",5019
454,"[19.451386763323626, -99.04376442644046]","[19.344505860824373, -99.41412558420897]",4861
455,"[19.451386763323626, -99.04376442644046]","[19.215753641338598, -99.28784104799603]",5522
456,"[19.451386763323626, -99.04376442644046]","[19.24683845748336, -99.16126488643575]",3431
457,"[19.451386763323626, -99.04376442644046]","[19.46402657190602, -99.40537685887924]",5446
458,"[19.451386763323626, -99.04376442644046]","[19.51300807969795, -99.09908971871336]",1651
459,"[19.451386763323626, -99.04376442644046]","[19.395573146114494, -99.02745525551764]",1241
460,"[19.451386763323626, -99.04376442644046]","[19.331528330318065, -98.95977721631968]",2439
461,"[19.451386763323626, -99.04376442644046]","[19.403378299014182, -98.90786505654526]",2857
462,"[19.451386763323626, -99.04376442644046]","[19.302691102166445, -99.1503164683647]",2597
463,"[19.451386763323626, -99.04376442644046]","[19.55346843309786, -99.09301184954363]",2866
464,"[19.451386763323626, -99.04376442644046]","[19.368244338285994, -99.18597834552118]",2304
465,"[19.451386763323626, -99.04376442644046]","[19.527845824899295, -98.88916567643976]",1875
466,"[19.451386763323626, -99.04376442644046]","[19.433791636511348, -99.03026835731171]",754
467,"[19.451386763323626, -99.04376442644046]","[19.497206150321375, -99.09281546705141]",1625
468,"[19.451386763323626, -99.04376442644046]","[19.309437134330768, -99.16548155568837]",2984
469,"[19.451386763323626, -99.04376442644046]","[19.24660725229904, -98.91261159582325]",3186
470,"[19.451386763323626, -99.04376442644046]","[19.216767628615436, -99.20382009440948]",4590
471,"[19.451386763323626, -99.04376442644046]","[19.24366307743769, -99.37410378989058]",4476
472,"[19.451386763323626, -99.04376442644046]","[19.230187704759373, -99.19245863465683]",4006
473,"[19.451386763323626, -99.04376442644046]","[19.288005908707827, -99.13134020603029]",2598
474,"[19.451386763323626, -99.04376442644046]","[19.31276644796084, -99.25649244905321]",3802
475,"[19.451386763323626, -99.04376442644046]","[19.54353502594405, -99.15314941659909]",2872
476,"[19.451386763323626, -99.04376442644046]","[19.443585462844418, -99.19964300755342]",2464
477,"[19.451386763323626, -99.04376442644046]","[19.400198487232096, -99.253841107874]",3373
478,"[19.451386763323626, -99.04376442644046]","[19.210003017001746, -99.37239974791837]",6351
479,"[19.451386763323626, -99.04376442644046]","[19.371642414581164, -99.2880756962674]",3613
480,"[19.451386763323626, -99.04376442644046]","[19.513652688390795, -99.42268188847717]",5236
481,"[19.451386763323626, -99.04376442644046]","[19.394717011022145, -99.06394165309631]",1008
482,"[19.451386763323626, -99.04376442644046]","[19.533143078706075, -99.24848762553006]",3636
483,"[19.451386763323626, -99.04376442644046]","[19.32225543254924, -99.16119649805853]",2622
484,"[19.451386763323626, -99.04376442644046]","[19.283233143613977, -99.38244708305169]",4169
485,"[19.451386763323626, -99.04376442644046]","[19.21726790349794, -99.32291114051043]",5839
486,"[19.451386763323626, -99.04376442644046]","[19.576890751979587, -99.05542416734598]",2406
487,"[19.451386763323626, -99.04376442644046]","[19.52439810239925, -99.27650785811961]",3418
488,"[19.451386763323626, -99.04376442644046]","[19.224898463487445, -99.24117238947034]",5005
489,"[19.451386763323626, -99.04376442644046]","[19.34732888152316, -99.26713604804236]",3570
490,"[19.451386763323626, -99.04376442644046]","[19.28635405427697, -99.01378764315798]",2862
491,"[19.451386763323626, -99.04376442644046]","[19.53511504704348, -98.97984672757082]",2177
492,"[19.451386763323626, -99.04376442644046]","[19.250817894650115, -99.25583556469013]",4595
493,"[19.451386763323626, -99.04376442644046]","[19.43308341504041, -99.33368387654899]",3837
494,"[19.451386763323626, -99.04376442644046]","[19.38101255009176, -99.19348543899147]",2214
495,"[19.451386763323626, -99.04376442644046]","[19.40159581833263, -99.13649229548915]",1837
